"ID","Name","Experiences.Offered","Host.Since","Host.Response.Time","Host.Response.Rate","City","Latitude","Longitude","Property.Type","Room.Type","Accommodates","Bathrooms","Bedrooms","Beds","Bed.Type","Amenities","Price","Security.Deposit","Cleaning.Fee","Minimum.Nights","Number.of.Reviews","Review.Scores.Rating","Review.Scores.Accuracy","Review.Scores.Cleanliness","Review.Scores.Checkin","Review.Scores.Communication","Review.Scores.Location","Review.Scores.Value","Cancellation.Policy","Features"
16674064,"Comfortable Apartment With Balcony Berlin Centre:)","none","2013-09-20","within a day",75,"Berlin",52.528787061833,13.4036196850925,"Apartment","Entire home/apt",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Washer,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49",60,NA,NA,10,2,100,10,10,10,10,10,10,"strict","Host Has Profile Pic,Is Location Exact"
9724197,"Dachgeschosswohnung in Mitte","none","2011-08-19","within a day",100,"Berlin",52.5251748827085,13.3921606309981,"Apartment","Entire home/apt",4,1.5,2,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Iron,Laptop friendly workspace",191,700,60,2,12,97,10,10,10,10,10,9,"strict","Host Has Profile Pic,Is Location Exact"
6841988,"21apart Top Luxury Space incl. BRKF","none","2012-01-08","within an hour",100,"Berlin",52.5225083454999,13.387107161772,"Apartment","Entire home/apt",6,1,2,4,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry",125,500,85,2,46,97,10,10,10,10,10,10,"strict","Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
14834759,"TOP FLOOR Sunny Design Apartment Alexander Platz","none","2014-10-30","within a few hours",100,"Berlin",52.5134279492104,13.4184591787164,"Apartment","Entire home/apt",4,1,0,2,"Pull-out Sofa","TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",60,NA,NA,1,57,96,10,10,10,10,10,9,"moderate","Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact"
14044196,"Industrial Zimmer in Berliner Clubbing Szene","none","2016-07-17","",NA,"Berlin",52.51527718928,13.4214609003686,"Apartment","Private room",1,3,1,1,"Real Bed","Wireless Internet,Kitchen,Free parking on premises,Heating,Washer,Dryer,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35,200,40,14,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic"
17503655,"KREUZBERG 30qm beautiful Room","none","2017-03-01","within an hour",100,"Berlin",52.4999525652424,13.4272134796584,"Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,Smoke detector,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35,NA,NA,3,2,100,10,9,10,10,10,10,"flexible","Host Has Profile Pic,Is Location Exact"
11538804,"This is real","none","2014-09-15","",NA,"Berlin",52.500655598133,13.4312753184239,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace",25,NA,15,1,1,100,10,10,10,10,10,10,"flexible","Host Has Profile Pic,Host Identity Verified"
15055148,"Flat in the Heart of Kreuzberg","none","2016-07-27","within an hour",90,"Berlin",52.5004877928101,13.4266017022638,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Kitchen,Heating,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49",59,NA,15,3,18,100,10,9,10,10,10,9,"moderate","Host Has Profile Pic,Is Location Exact,Instant Bookable"
16644,"In the Heart of Berlin - Kreuzberg","none","2009-12-20","",NA,"Berlin",52.5047922738592,13.4351018538861,"Apartment","Entire home/apt",5,1,1,3,"Real Bed","TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,High chair,Children’s books and toys,Pack ’n Play/travel crib,Room-darkening shades",90,500,50,4,46,95,10,10,10,10,9,10,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable,Require Guest Phone Verification"
11568676,"Cosy flat in the heart of Kreuzberg","none","2013-05-01","within an hour",80,"Berlin",52.4990348204142,13.4229470289623,"Apartment","Private room",2,1,1,1,"Pull-out Sofa","TV,Internet,Wireless Internet,Kitchen,Heating,Essentials",45,NA,20,2,3,100,10,10,10,10,10,9,"moderate","Host Has Profile Pic,Host Identity Verified"
16789705,"Big Room in Kreuzberg!","none","2017-01-15","within a day",80,"Berlin",52.4974888867765,13.4197116198643,"Apartment","Private room",2,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Smoke detector,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",60,NA,10,1,1,100,10,10,10,10,10,10,"flexible","Host Has Profile Pic"
17966148,"Cosy flat in the heart of Berlin","none","2014-05-10","a few days or more",0,"Berlin",52.5281461677405,13.3984042204343,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Heating,Washer,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",40,NA,10,3,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic,Host Identity Verified"
16365146,"Light´n friendly apartment in the heart of Berlin","none","2016-03-09","within a day",86,"Berlin",52.5299340730187,13.3821412503094,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Cable TV,Kitchen,Elevator in building,Heating,Family/kid friendly,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",52,180,NA,3,23,90,9,8,10,9,10,9,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
7553270,"BIG ROOM IN MITTE FOR 2 PERSONS","none","2015-07-26","",NA,"Berlin",52.5305652199883,13.3818755281691,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Washer",40,NA,NA,1,1,100,10,6,6,10,10,8,"flexible","Host Has Profile Pic"
16627622,"LUXX - in the heart of Mitte","none","2017-01-04","",NA,"Berlin",52.5230098821062,13.4085510491553,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Fire extinguisher,Essentials,Hair dryer,translation missing: en.hosting_amenity_50",185,250,40,3,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
1407846,"Welcome to our home :)","none","2012-06-25","",NA,"Berlin",52.5227077611986,13.3764428235095,"Apartment","Private room",2,1,1,2,"Real Bed","Internet,Wireless Internet,Wheelchair accessible,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer",77,NA,NA,3,45,96,9,9,10,10,10,9,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
1177692,"Design Altbau in Berlin Mitte/centr","none","2012-09-10","within a few hours",100,"Berlin",52.5128696180681,13.4171383005728,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",180,300,59,1,49,95,10,10,10,10,9,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
2162672,"Central 2room-flat in hotspot Mitte","none","2012-12-10","within an hour",100,"Berlin",52.5281398079311,13.3926559518389,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",99,200,49,2,62,93,9,9,10,10,10,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
14931228,"Cosy, stylisch, Mitte scene","none","2015-12-05","within a day",80,"Berlin",52.5280141279466,13.4071404169987,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Essentials,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",100,200,NA,10,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic,Is Location Exact"
16739128,"Cosy ensuite room in central berlin","none","2017-01-11","within a day",80,"Berlin",52.5369377526343,13.3708886178017,"Apartment","Private room",2,1,1,1,"Real Bed","Family/kid friendly",41,NA,35,1,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic"
14955902,"Quiet, super sunny & central apartment Mitte/Xberg","none","2009-12-06","",NA,"Berlin",52.5062908191069,13.423606444391,"Apartment","Private room",2,1,1,1,"Futon","Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",40,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
7177487,"Unwetter-Notlösung Habersaathstr36c","none","2015-07-05","",NA,"Berlin",52.5320965851314,13.3785198897503,"Apartment","Private room",2,1,1,1,"Real Bed","",15,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified"
12977091,"Center Berlin Green Flat","none","2013-08-26","within a day",50,"Berlin",52.5362548647973,13.3749292330277,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",70,NA,30,3,12,93,10,10,10,10,10,10,"strict","Host Has Profile Pic,Host Identity Verified"
15162187,"Design loft with rooftop & pool","none","2016-09-19","within an hour",100,"Berlin",52.5276599770188,13.4062614774817,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","Wireless Internet,Pool,Kitchen,Pets allowed,Elevator in building,Heating,Essentials,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",89,150,23,2,33,97,10,10,10,10,10,9,"strict","Host Is Superhost,Host Has Profile Pic,Is Location Exact,Instant Bookable"
15645837,"Cozy and quiet apartment in Mitte","none","2014-04-15","within a few hours",94,"Berlin",52.5092112628738,13.4221758894428,"Apartment","Entire home/apt",3,1,2,2,"Real Bed","Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Smoke detector,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",69,300,19,4,1,80,10,8,10,10,10,8,"strict","Host Has Profile Pic,Is Location Exact"
3864924,"Sonniges Apartment in Berlin-Mitte","none","2014-08-13","within a few hours",90,"Berlin",52.5261039410465,13.4059532596692,"Apartment","Entire home/apt",2,1,1,1,"Pull-out Sofa","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room",51,NA,10,1,69,91,10,10,9,8,10,9,"strict","Host Has Profile Pic,Is Location Exact"
11647029,"Lovely apartment in Mitte :)","none","2012-05-06","",NA,"Berlin",52.5310071077209,13.3885148725175,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",25,NA,NA,2,3,73,9,8,9,9,10,9,"flexible","Host Has Profile Pic"
17621318,"City Centre Studio Appartment","none","2013-10-16","within an hour",80,"Berlin",52.5305381295146,13.4019048618351,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Hot tub,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",65,NA,15,2,2,100,10,10,10,10,10,10,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
15106484,"Schöne helle 2-Raum Design Wohnung in Mitte","none","2014-05-27","within a day",100,"Berlin",52.5324995629116,13.3965945137343,"Apartment","Entire home/apt",2,1,1,1,"Futon","Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",100,NA,10,2,2,100,10,10,10,10,10,9,"strict","Host Has Profile Pic,Host Identity Verified"
5211236,"Lovely flat in the heart of Berlin","none","2013-03-09","",NA,"Berlin",52.5374291945206,13.397269104306,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",59,NA,30,2,1,100,10,8,10,10,10,10,"moderate","Host Has Profile Pic,Is Location Exact"
15955482,"Cosy Penthouse in the heart of Berlin","none","2013-05-22","within a day",80,"Berlin",52.5340320429407,13.3975196958486,"Apartment","Private room",4,1,1,4,"Real Bed","Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",32,NA,20,2,6,100,10,10,10,10,10,10,"strict","Host Has Profile Pic,Is Location Exact"
13595462,"Ruhige 2 Zimmer Wohnung mit Balkon","none","2016-06-19","",NA,"Berlin",52.5375821700885,13.404309910433,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",65,200,NA,4,3,100,10,10,10,10,10,10,"flexible","Host Has Profile Pic"
3215880,"Berlin for you","none","2014-01-09","within an hour",100,"Berlin",52.5300783623869,13.3985247615851,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials,Hangers,Iron",80,150,25,3,20,93,10,10,10,10,9,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
748952,"Mitte-PrenzlauerBerg-Design-Room","none","2012-10-18","within a few hours",100,"Berlin",52.533606570791,13.4054118752141,"House","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Hangers,Hair dryer,Iron,Laptop friendly workspace",40,100,20,3,123,94,10,9,10,9,10,9,"moderate","Host Has Profile Pic"
11095921,"2-Zimmer-Wohnung in Berlin-Mitte","none","2012-03-18","",NA,"Berlin",52.5348474170157,13.4011799519851,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",65,600,NA,14,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
16398060,"Best location, 2 balconies, modern!","none","2016-12-16","within a day",100,"Berlin",52.5326784902994,13.3973079599782,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",49,NA,35,3,6,97,10,9,10,9,10,10,"flexible","Host Has Profile Pic,Is Location Exact"
4733901,"Family Flat in Mitte","none","2014-12-03","",NA,"Berlin",52.5350148334818,13.3954863444189,"Apartment","Entire home/apt",4,1,2,3,"Real Bed","TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer",250,NA,NA,3,2,90,10,9,10,9,10,9,"flexible","Host Has Profile Pic,Host Identity Verified"
5451224,"Best view in Berlin","none","2014-03-16","",NA,"Berlin",52.5332942658872,13.4001046150059,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Dog(s),Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace",105,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
18591263,"Bright room in a classy flat","none","2017-02-02","",NA,"Berlin",52.5360771115496,13.3966586823206,"Apartment","Private room",1,1,1,1,"Real Bed","Wireless Internet,Kitchen,Elevator in building,Family/kid friendly,Washer,Essentials",45,NA,30,3,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic,Is Location Exact"
16190836,"Cozy top-floor central flat @ Mitte/P-berg","none","2014-09-18","within a day",100,"Berlin",52.5299697460617,13.4028718961931,"Apartment","Entire home/apt",4,1,0,2,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",150,NA,30,2,1,100,10,10,10,10,10,10,"strict","Host Has Profile Pic,Is Location Exact"
15534114,"Beautiful guest room in our sunny flat in Mitte","none","2016-01-26","within a day",100,"Berlin",52.5332187454442,13.3969205980382,"Apartment","Private room",2,1.5,1,1,"Real Bed","Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",75,NA,25,2,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
6150377,"Gemütliches Zimmer im Altbau","none","2014-11-05","within a day",75,"Berlin",52.5244269670284,13.3294834216461,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Washer",25,NA,NA,1,17,94,10,9,10,10,9,9,"flexible","Host Has Profile Pic"
13667915,"Central Berlin Escape for 4 - APT10","none","2013-08-28","within an hour",92,"Berlin",52.533202313203,13.3398565395339,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials,Hangers",47,100,45,3,30,83,9,9,9,7,9,9,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
5634664,"Bright central room in artist flat","none","2015-03-12","",NA,"Berlin",52.5294000810966,13.3259676588191,"Apartment","Private room",1,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Heating,Essentials",25,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"moderate","Host Has Profile Pic,Is Location Exact"
16063587,"Fühl dich wie zuhause!","none","2016-07-15","within a day",50,"Berlin",52.5275067707342,13.3359572123041,"Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Breakfast,Heating,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Iron,Laptop friendly workspace",40,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
4666510,"Cool aptm in best ""Mitte"" location","none","2014-06-25","within a few hours",100,"Berlin",52.52503894774,13.393143696238,"Apartment","Entire home/apt",3,1,2,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Pack ’n Play/travel crib",120,NA,40,2,78,92,10,9,9,9,10,9,"strict","Host Has Profile Pic"
12202768,"Modern room in the heart of Berlin ★","none","2015-10-29","within an hour",97,"Berlin",52.5307753876212,13.3826489680416,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Pool,Kitchen,Pets allowed,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",50,NA,10,1,53,93,10,10,10,9,10,9,"strict","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
274623,"Modern, furnished, warm flat!","none","2011-11-23","",NA,"Berlin",52.5296326643268,13.4046370498993,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer",65,NA,30,3,28,89,9,9,9,9,10,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
9971604,"Central and airy apartment","none","2015-12-13","",NA,"Berlin",52.5269088817447,13.3884414461926,"Condominium","Private room",2,1,1,1,"Real Bed","Heating,Washer,Smoke detector,Essentials,Shampoo,Hair dryer,Laptop friendly workspace",79,200,50,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
16979452,"Quiet Place in the heart of Berlin","none","2017-01-28","within a day",100,"Berlin",52.5111017377943,13.419025254049,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Bathtub",89,NA,50,3,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic"
6097880,"8-Bedroom mixed, Ensuite , TV No. 3","none","2013-08-19","within an hour",100,"Berlin",52.5171933029708,13.4241508914066,"Hostel","Shared room",8,1,1,8,"Real Bed","Internet,Wireless Internet,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,translation missing: en.hosting_amenity_50",19,NA,NA,1,22,88,9,9,9,9,8,9,"strict","Host Has Profile Pic,Is Location Exact"
16517367,"Cute and cosy apartment in the city center!","none","2016-12-26","within an hour",100,"Berlin",52.5229972671063,13.3844751104394,"Apartment","Entire home/apt",3,1,0,1,"Real Bed","Wireless Internet,Kitchen,Breakfast,Heating,Essentials,Shampoo,Hair dryer,Laptop friendly workspace",60,NA,NA,3,13,88,10,7,9,9,10,9,"moderate","Host Has Profile Pic,Instant Bookable"
1955484,"Beautiful apartment in Mitte","none","2013-11-18","within an hour",100,"Berlin",52.5351513728431,13.4020694727199,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials",130,100,55,2,35,86,9,9,9,8,9,9,"strict","Host Has Profile Pic,Is Location Exact"
4232799,"room in the heart of berlin","none","2014-09-30","within a day",90,"Berlin",52.5335355495958,13.3982591331668,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo",63,NA,NA,2,99,95,10,9,10,10,10,10,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
1121525,"Indigo Yoga Home in Mitte","none","2010-04-29","within an hour",100,"Berlin",52.5315422467225,13.4032140554449,"House","Entire home/apt",4,1.5,2,3,"Real Bed","Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,Private living room",100,NA,50,5,14,94,9,8,10,10,10,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
16374680,"cozy Flat in Mitte","none","2016-12-12","within a few hours",90,"Berlin",52.5350850276617,13.3977874864439,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private living room",50,150,15,2,4,90,10,10,10,10,10,10,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
1306858,"Pretty room in Mitte, Rosenthaler","none","2013-05-13","within a day",90,"Berlin",52.5335522975813,13.4024537603237,"Apartment","Private room",1,1.5,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",32,NA,NA,2,179,95,9,10,10,10,10,10,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
9544543,"Big and lovely Room with a view","none","2014-01-28","",NA,"Berlin",52.5311736013226,13.4025650548653,"Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,Washer,Essentials,Lock on bedroom door,Hair dryer",30,NA,NA,1,3,100,10,10,10,10,10,10,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
3350827,"Cozy apartment in Berlin-Mitte","none","2014-06-17","",NA,"Berlin",52.5323770565289,13.3507627341733,"Apartment","Entire home/apt",3,1,1,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials",55,NA,NA,3,12,92,10,9,10,10,8,9,"moderate","Host Has Profile Pic"
17658403,"Gemütliches helles Berliner Altbau-Zimmer","none","2015-04-28","within a few hours",100,"Berlin",52.5336157518995,13.3454491413702,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",28,150,15,2,1,100,10,10,10,10,10,10,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
617288,"2 bedroom.Apartment Berlin 1087","none","2011-08-22","within an hour",100,"Berlin",52.522562601938,13.3577207545649,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials",59,100,35,3,30,72,7,8,9,9,8,8,"moderate","Host Has Profile Pic,Is Location Exact"
